Project,subID,ExpID,CoderID,Book,Page Number,Question Number,Qtype,Concept,Concept-super,Question_ID,Question,Answer (0 /1),Explanation,Needed Clarification/Repetition,Include? ,Exp Error?,Notes
79yoC,Booklet1-229,E7,C2,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,"""because he thinks thats his book""",0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,"""because thats his book""",0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),1,"""no because he doesn't know""",0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),1,"""no because he doesn't know so he should just tell him""",0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,1,"""because thats what he thinks the book is""",0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),0,,1,1,0,repeated question
79yoC,Booklet1-229,E7,C2,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),0,"""because its orange""",0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),1,"""its better because this one looks a lot like a sail boat""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,"""because he thought he was there""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,"""because he thinks its his""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,"""because thats her cookie""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),1,"""because he doesn't know and he thinks its his""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,"""because he didn't know so its not really getting in trrouble""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,"""because he stole his cookie""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",1,"""because he already stole his cookie""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,"""milk because thats what she normally packs""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,"""because she probably really likes milk and cookies and she's not going to get it""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,"""because it looks a little bit more than a fountain""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),1,"""because its not even his fault""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),1,"""because he doesn't know""",0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,0,1,0,
79yoC,Booklet1-229,E7,C2,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),1,"""because none of them know""",0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),1,"""because when he just walked in he can see it, and if he just walked it he doesn't need to turn around to see that one""",0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",1,"""because that's where she left it last""",0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,1,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,"""because thats where he left his book last""",0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,"""because thats where Paul left his book""",0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),1,"""its because he doesn't know that its Paul's book""",0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),1,"""its because he didn't know that his book fell behind the jackets""",0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,0,"""its because the teacher moved the real book about mountains up on the shelf""",0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),0,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),0,"""because it has an orange cover""",0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),1,"""because this one sort of looks a little bit like a sail boat""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,"""swings, saving the best for last""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,[doesn't use best for last rule here],0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,"""because thats where he saw him last, when he was peeking""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,"""because that's where he put his last""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,"""because she thinks that Joshua took his cookie""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),1,"""Joshua didn't know that mom put his cookie on the blanket because he doesn't want it to get dirty""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,"""he didn't know that he was doing something wrong because Isabel and Joshua put their cookie in the same spot, not in the grass, but mom moved his cookie to the blanket""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),1,"""because he doesn't want the black puppy to steal his cookie again""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",1,"""because he doesn't want him to have a chance for the black puppy to steal his cookie again""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,"""because mom didn't tell her kids that she actually packed OJ instead of milk because she ran out of milk""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,"""maybe a little confused"" [repeated] ""maybe a little more sad than happy because she was expecting milk""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),1,"""behind the tree""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,"""because I think he wants to draw a very bad picture so they don't really know where to look, to confuse them""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,23,37,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_37,Is it fair that mother is mad with J? (No),0,"""a little, because he lost something and it was his responsibility and he's asking mom""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,23,38,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_38,Is J mad at Isa? (No),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,23,39,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_39,Why J not mad? (Doesn't know),1,"""he doesn't know that Isabel hid it""",0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,23,40,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_40,Is mother mad at Isa? (No),1,,0,1,0,
79yoC,Booklet1-230,E5,C2,2_Park,23,41,Explanation,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_EXPL_41,Why mother not mad? (Doesn't know),1,"""because she doesn't know that she hid his toy truck""",0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,2,1,2AFC,Common Desires,Desires,ToMB1_2AFC_01,Which one will Sam choose? (Chooses Same),1,,0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,3,2,2AFC,Diverse Desires,Desires,ToMB1_2AFC_02,Which one will L choose? (Chooses Opposite),0,,0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,4,3,2AFC,Diverse Beliefs,Belief,ToMB1_2AFC_03,Where will J look? (Chooses Opposite),0,,0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,5,4,2AFC,Reference - Easy,Reference,ToMB1_2AFC_04,Which book? (one he's looking at),0,,0,1,0,"says: ""the other two were guesses"" referring to his previous two questions"
79yoC,Booklet1-231,E7,C2,1_Books,5,5,Explanation,Reference - Easy,Reference,ToMB1_EXPL_05,How'd you know that book? (looking at it),NA,"""I guess that one because that one looks cooler [the one back behind the door]""",0,0,1,"answered why question, not ""how did you know"" (E didn't ask how q explicitly)"
79yoC,Booklet1-231,E7,C2,1_Books,6,6,2AFC,False Belief - Location,Belief,ToMB1_2AFC_06,Where will M look? (chair),0,"""Under the rug, 'cause they put it back, 'cause they put it under the rug so... well, actually, I think - wait - that time ??? she was already reading, so she didn't put it back (behind chair) 'cause she was already done reading it that time. She read it, and then she put it back on the shelf.""",1,0,0,"Fol. clarification by E., C. still said under the rug - GL; C not listening to story"
79yoC,Booklet1-231,E7,C2,1_Books,6,7,Explanation,False Belief - Location,Belief,ToMB1_EXPL_07,"Why does she look behind the chair? (Thinks it's there, left it there)",0,"""maybe she sees another book""",1,0,0,question repeated; did NOT need clarification - GL; C not listening to story
79yoC,Booklet1-231,E7,C2,1_Books,7,8,Control,Control,Control,ToMB1_Cont_08,Gives Noah planet book?,NA,,0,0,1,Not asked
79yoC,Booklet1-231,E7,C2,1_Books,8,9,2AFC,False Belief - Location,Belief,ToMB1_2AFC_09,Where will Ethan look? (above coats),1,"""up here because Paul put it back up""",0,1,0,We think the child thought that Paul came in and replaced Ethan's fallen book
79yoC,Booklet1-231,E7,C2,1_Books,8,10,Explanation,False Belief - Location,Belief,ToMB1_EXPL_10,"Why is Ethan reaching for the book on the shelf? (thinks it's his, left it there, doesn't know)",1,"""'Cause it was up there""",0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,8,11,Explanation,Emotion,Emotion,ToMB1_EXPL_11,Why does Paul feel sad?  (Ethan taking his book),1,"""Oh, so Ethan's book is under the jacket 'cause Ethan's book fell, and then Paul's was up there"" E. repeats Q C: ""because Ethan took his book, his book was actually under the coats""",0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,8,12,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_12,Is Ethan being mean/naughty? (No),1,"""no, he didn't know""",0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,8,13,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB1_2AFC_13,Should Ethan get in trouble? (No),1,"""no, because he didn't know""",0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,9,14,2AFC,False Belief - Expectations,Belief,ToMB1_2AFC_14,What does W think is inside the book? (Mountains),1,"""mountains, but it's horses""",0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,9,15,Explanation,False Belief - Expectations,Belief,ToMB1_EXPL_15,Why does he think that? (Refers to past or expectations).,1,"""because he didn't know that he moved it""",0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,10,16,Control,Control,Control,ToMB1_Cont_16,Gives Indira tiger book?,1,,0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,11,17,2AFC,Reference - Hard,Reference,ToMB1_2AFC_17,Which book does Daniel want? (Fruit),0,"""the book about history""",0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,11,18,Explanation,Reference - Hard,Reference,ToMB1_EXPL_18,How do you know that book? (Refers to orange section/liking that part/reading it before),0,"""because he said orange""",0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,12,19,2AFC,Reference - Hard,Reference,ToMB1_2AFC_19,Which picture should C give? (Broom),1,,0,1,0,
79yoC,Booklet1-231,E7,C2,1_Books,12,20,Explanation,Reference - Hard,Reference,ToMB1_EXPL_20,Why is the broom better? (mentions sailboat),1,"""this one[broom] because that one looks like a sailboat[hat]""",0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,15,21,2AFC,Common Desires,Desires,ToMB2_2AFC_21,Which one will J choose? (Chooses same),1,,0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,16,22,2AFC,Diverse Desires,Desires,ToMB2_2AFC_22,Which one will I choose? (Chooses opposite),1,,0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,17,23,2AFC,False Belief - Location,Belief,ToMB2_2AFC_23,Where will J look first? (Bush),1,,0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,17,24,Explanation,False Belief - Location,Belief,ToMB2_EXPL_24,Why behind bush? (Refers to peeking/seeing/thinking),1,"""because he doesn't know that he moved""",0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,18,25,2AFC,False Belief - Location,Belief,ToMB2_2AFC_25,Which cookie will J take? (one on grass),1,,0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,18,26,Explanation,False Belief - Location,Belief,ToMB2_EXPL_26,"Why that cookie? (thinks it's his, left it there, doesn't know)",1,"""because he thinks its his, so he got her cookie""",0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,18,27,Explanation,Emotion,Emotion,ToMB2_EXPL_27,Why is Isa crying? (J taking her cookie),1,"""because its her cookie""",0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,18,28,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_28,Is J being mean/naughty? (No),1,"""no because he doesn't know""",0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,18,29,2AFC,Moral Reasoning False Beliefs,Moral Reasoning,ToMB2_2AFC_29,Should J get in trouble? (No),1,"""no because he doesn't know""",0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,19,30,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_30,How will Ivan feel? (Sad),0,"""A bit happy and a bit sad 'cause he (puppy) took his (Ivan) cookie."" E: ""So do you think he's mostly happy happy or mostly sad?"" C: ""mostly happy, because he's cute""",0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,19,31,2AFC,Emotion Reminder,Emotion,ToMB2_2AFC_31,Will Ivan go near or far from puppy? (Far),1,,0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,19,32,Explanation,Emotion Reminder,Emotion,ToMB2_EXPL_32,"Why far away? (think, remember, worry, doesn't want)",1,"""because he doesn't want him to eat it""",0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,20,33,2AFC,False Belief - Expectations,Belief,ToMB2_2AFC_33,What does Isa think is in bottle? (Milk),1,"""milk, because her mom didn't tell her that its OJ""",0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,20,34,2AFC,Emotion,Emotion,ToMB2_2AFC_34,"How will Isa feel? (Sad, or surprised)",1,"""sad, because its not milk""",0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,22,35,2AFC,Reference - Hard,Reference,ToMB2_2AFC_35,Where will I & Isa look? (Behind tree),0,,0,1,0,
79yoC,Booklet1-231,E7,C2,2_Park,22,36,Explanation,Reference - Hard,Reference,ToMB2_EXPL_36,"Why behind tree? (Drawing looks like tree, thought)",1,"""because its on this side, and it looks like a tree too, but there are no apples on it""",0,1,0,
